filename,category,group
315542728_127363886813550_6820076807656601597_n_jpg.rf.FQPeUpgEDLY2OOheZCzp.jpg,Everyday Casual Kurta,Everyday Casual
306596093_192800503162514_1559845888904382406_n_jpg.rf.Ekcxg6z77dze9aNRQg0H.jpg,Everyday Casual Kurta,Everyday Casual
333750552_603433417831343_8841756265141194907_n_jpg.rf.TFbo2lxEpcGSTtmI6Jfa.jpg,Other,Other
387727648_995407111564112_2420839277579393709_n_jpg.rf.TBj48clEiK7fSmPasRGQ.jpg,Everyday Casual Dupatta,Everyday Casual
351467178_902456260821466_4259781470025084494_n_jpg.rf.TRHIqi8G8rYCWopxByOA.jpg,Everyday Casual Dupatta,Everyday Casual
333089364_1161600837888907_6076702920120530924_n_jpg.rf.TdWLJ2kWpdwnbnWRe3nK.jpg,Semi-Formal Kurta,Semi Formal
352232330_195535149696050_8603425942520607164_n_jpg.rf.TcKDT9BjtFKdKFcVpecP.jpg,Other,Other
376636497_1070955203925732_2384891445492878791_n_jpg.rf.TcF2LAwEn1Uqm4SAJWaC.jpg,Everyday Casual Kurta,Everyday Casual
371737604_209957508474680_7448237721640688019_n_jpg.rf.U1MeJbv9JfJ0pHbIHuVO.jpg,Semi-Formal Kurta,Semi Formal
295855432_583252923513782_3447124990157004216_n_webp.rf.U42Ne6oPNfg0WzS06AQo.webp,Other,Other
375309339_627445856202275_861135861403372438_n_jpg.rf.U3sUkUL5QNHn884SHUyY.jpg,Everyday Casual Kurta,Everyday Casual
305276718_1299322334152508_6458338996554236949_n_jpg.rf.UOvcilIKuItR70aqYhdn.jpg,Everyday Casual Kurta,Everyday Casual
308981157_750696622694518_3117713420222013546_n_jpg.rf.UIEsY7idKJuWq0ShMenE.jpg,Other,Other
365490665_252408997721743_7399655429716174971_n_jpg.rf.UQx2CbQ4YObUzgLoEAFB.jpg,Everyday Casual Kurta,Everyday Casual
298977489_1099249254034323_9199448193951097164_n_webp.rf.UbrZpufD4sekax9rEyxx.webp,Everyday Casual Kurta,Everyday Casual
359748317_1633025830518713_8299201647029335683_n_jpg.rf.UersskYEiiRpdZPKeTO9.jpg,Other,Other
349457325_813130756484066_8262419193793945728_n_jpg.rf.Ub4Czj3M8udEdblpWia6.jpg,Everyday Casual Kurta,Everyday Casual
351778592_727489439063159_8952382455156481743_n_jpg.rf.URumaSOno74Xygw1soUw.jpg,Everyday Casual Kurta,Everyday Casual
329031164_985421849109496_6152830478700258082_n_jpg.rf.UwHGaU9Fu1pDED61Zcoy.jpg,Semi-Formal Sari,Semi Formal
358661415_18380453947053839_3002859369016487523_n_jpg.rf.Us26gyE8M6dpLrsrCm0u.jpg,Semi-Formal Kurta,Semi Formal
313042325_636626108046624_6046873435721220649_n_jpg.rf.UuNQ5H4e1wGZWtJuDr9m.jpg,Other,Other
300278086_578574177284201_7542867809947935764_n_webp.rf.VOOHgN0LvFBewDGdSxVl.webp,Everyday Casual Frock,Everyday Casual
315659174_496591462572604_4360519661641821498_n_jpg.rf.V97dyPWxdmq5PSrPDRzn.jpg,Everyday Casual Kurta,Everyday Casual
328858438_603531871350610_8125245732281054606_n_jpg.rf.UxLRaTWbcqDbG1Ltd3mv.jpg,Everyday Casual Kurta,Everyday Casual
374730782_706847118135655_1793631644633441622_n_jpg.rf.VOAYt3x7oGrsh2dYAExA.jpg,Other,Other
335521149_947409929952147_738823904663583981_n_jpg.rf.W0RgzowLdtVednHwJnlI.jpg,Semi-Formal Dupatta,Semi Formal
272087969_2745320022440766_2805934870758975376_n_jpg.rf.Vhbp21tVAkgevzwutY32.jpg,Wedding Guest Kurta,Formal
375587729_627445339535660_5176061358616795513_n_jpg.rf.VoxycHX1ezHIlU2fEGgq.jpg,Everyday Casual Kurta,Everyday Casual
287239362_1321374031604268_7092353054982968820_n_jpg.rf.VvmCQfax5nQw2aXrLBnP.jpg,Wedding Guest Peplum,Formal
355064504_280286774404351_6394004765207982843_n_jpg.rf.WNBlNxHFylX3enM578rg.jpg,Everyday Casual Culottes,Everyday Casual
387678022_1161992301871655_8448594994342422512_n_jpg.rf.qekLzxLrSlqnWrCOjCEw.jpg,Everyday Casual Kurta,Everyday Casual
337848954_160056380309924_1320796689276707453_n_jpg.rf.W5aQuV8yBDxw6cpXyhCW.jpg,Everyday Casual Kurta,Everyday Casual
300607299_174538835077674_6274201009782729590_n_webp.rf.WFoXENyI6LWCVa3ZlGVn.webp,Everyday Casual Kurta,Everyday Casual
327624251_514540083917248_8051533123124001632_n_jpg.rf.qp4MJBXMPDeOsEqz0vpu.jpg,Other,Other
278406053_713247783368066_2474737070662675873_n_jpg.rf.r5Yg5OR8m2ct9UXWZFYw.jpg,Wedding Guest Maxi,Formal
294057866_1077485073172824_5469582270626871590_n_jpg.rf.rL38ERB2ho9WCBndrSeO.jpg,Everyday Casual Kurta,Everyday Casual
336356290_156659880619668_3017642695970996100_n_jpg.rf.r684bRxP23AJdTwsIRul.jpg,Other,Other
369520591_18382466275000463_7933205374530622117_n_jpg.rf.rPeF9dfszKLVW1NztWkt.jpg,Everyday Casual Kurta,Everyday Casual
299652025_431880582230170_3685584354230282857_n_webp.rf.rX7rQPCz6abrwlnezK5H.webp,Everyday Casual Kurta,Everyday Casual
375865180_320876873789341_7674841483458374684_n_jpg.rf.rLL8ltEre9H8hRDEr8Xm.jpg,Other,Other
285111742_462151795714637_6338098289197714035_n_jpg.rf.rZWOItEVOx3O5KUpSdl0.jpg,Wedding Guest Dupatta,Formal
286017034_545490280348037_4336243880082106709_n_jpg.rf.sXEfBDsvTOT2cT1VXTGs.jpg,Other,Other
310196683_414318813991027_2620951561482141725_n_jpg.rf.sAsqLkCjryrso9zTijx2.jpg,Everyday Casual Kurta,Everyday Casual
353631013_1299429184316936_6952431696859409875_n_jpg.rf.ruJdJvkHITxT0OOnT1K6.jpg,Other,Other
295993684_721467425627155_5697451834871786206_n_jpg.rf.stSElwO9Msv4Z8CQYWmK.jpg,Everyday Casual Kurta,Everyday Casual
338819387_768545664661028_8773188396521255452_n_jpg.rf.rf7yI2mP1a4wYNrVapk9.jpg,Everyday Casual Dupatta,Everyday Casual
295309179_108020388590493_7261979957216017765_n_webp.rf.tRqjOjypcX3H05c5V1px.webp,Everyday Casual Kurta,Everyday Casual
391616883_18267760159093875_5661117792576215390_n_jpg.rf.tEateL9X4PdGRiUYDfA1.jpg,Semi-Formal Trousers,Semi Formal
340838243_556894669766411_8842255143233773551_n_jpg.rf.tUOIBBYnZMy7nvArD2t5.jpg,Other,Other
329223565_6228119307207737_3042384351959218479_n_webp.rf.t7oFVyEVh74LYcED1HGO.webp,Everyday Casual Kurta,Everyday Casual
276117216_158780383222832_2028553091012067407_n_jpg.rf.taScO3N5gKkpZqdns8E0.jpg,Wedding Guest Kurta,Formal
306355256_817925586311070_5063596566088592885_n_jpg.rf.thoKdebC3p0UjRKBek00.jpg,Other,Other
285264206_180651417651402_6790963191275192472_n_jpg.rf.tbrO6I25OdrJ2221VVFU.jpg,Everyday Casual Dupatta,Everyday Casual
348575181_680739390759488_8918992962836316020_n_jpg.rf.u58VsHv4bHh92unqxIhV.jpg,Everyday Casual Kurta,Everyday Casual
287939763_173513368384088_9198869720439181433_n_jpg.rf.ttkxFMHEgm7py4y5Stgb.jpg,Other,Other
315236049_842746020305514_3242048076045361977_n_jpg.rf.udtKmpXT0tPh3kYZ6iib.jpg,Everyday Casual Kurta,Everyday Casual
332372474_885618882665603_4243867049166172411_n_jpg.rf.uUqW8gaGaEPzPqcCJfHq.jpg,Everyday Casual Kurta,Everyday Casual
291972231_1257098604826965_1273294561095536920_n_webp.rf.uvPlp6qlaAdgfTXm2IcB.webp,Everyday Casual Kurta,Everyday Casual
332688968_889246199062952_1865080434837034699_n_jpg.rf.v4v5qzkAEPjNNt4JhhYv.jpg,Everyday Casual Kurta,Everyday Casual
298252964_146161107742225_84863824070564581_n_webp.rf.v76bgcDAzoNgripmJPiE.webp,Everyday Casual Kurta,Everyday Casual
332958359_1426536898086592_3472921030469798072_n_jpg.rf.v1DlNRDT7qLl7f0ZWDOc.jpg,Everyday Casual Kurta,Everyday Casual
366948380_18376567429057254_7417454793239881337_n_jpg.rf.b3Gjnx89Y3P46C5bN7pE.jpg,Everyday Casual Kurta,Everyday Casual
331746495_727025219133307_223372924294878769_n_jpg.rf.axvDh9Zq1UN2D7SY0rj5.jpg,Everyday Casual Kurta,Everyday Casual
362258916_293192656557763_1281233083178751268_n_jpg.rf.v5K0INhXnl3HGPxETohE.jpg,Other,Other
349569367_266785049169123_6602678876348845531_n_jpg.rf.bLpdAAEqg0UgXyUOTNNG.jpg,Everyday Casual Dupatta,Everyday Casual
273590099_3065073047088984_8644235797893787058_n_jpg.rf.bLoUAneVAYDUWS22LEfo.jpg,Wedding Guest Kaftan,Formal
317760225_597045195421127_8868615583940138660_n_jpg.rf.b4PFjuQ6ycSYK51h2rat.jpg,Everyday Casual Dupatta,Everyday Casual
362269804_294084149801947_3401375150259007866_n_jpg.rf.bO19c5vH3MSninPUcjzP.jpg,Wedding Guest Kaftan,Formal
334268322_1263288404545029_5246863534419616239_n_jpg.rf.bRp3gSMJBTwL8jnlpfDo.jpg,Other,Other
366948545_1216092389061001_3032159598214028531_n_jpg.rf.bj57fxRYmohI1EC1gWzd.jpg,Other,Other
296034795_776085940059947_1969252811607053797_n_webp.rf.bfPt3fPqvmFpeFFAFgVi.webp,Everyday Casual Dupatta,Everyday Casual
350260453_645595080930342_7430800040259510210_n_jpg.rf.brYIEGHcRKkFGicbczaS.jpg,Everyday Casual Dupatta,Everyday Casual
347285798_667593082074119_3358814041037900629_n_jpg.rf.bvyfwoI805lUwq0S0cq5.jpg,Other,Other
333711863_6235599749867467_5744065451058896850_n_jpg.rf.cYX7GWRfBBnVVO1D6XSn.jpg,Semi-Formal Dupatta,Semi Formal
365458986_826889159167659_146379994729568725_n_jpg.rf.bxel3Cx2RZeAN9TbKok1.jpg,Everyday Casual Kurta,Everyday Casual
313286827_3415678692042169_4550084107686471825_n_jpg.rf.dHU0w5OQfw4yKwRLnRx8.jpg,Everyday Casual Kurta,Everyday Casual
371430424_1263535358376999_1243309511466003888_n_jpg.rf.d5IUmfHtgvKGiRGiFSG2.jpg,Other,Other
340851056_927829931868576_7044254686450477227_n_jpg.rf.cdj2fy14cF0CNxEAy60W.jpg,Other,Other
347429560_3521940161465391_4148698116284831555_n_jpg.rf.deCv68kAag9zaoSqYXiv.jpg,Other,Other
329362888_217241277495904_1708954647869927291_n_jpg.rf.dQVL2BVpUuWEBU7hpPD2.jpg,Everyday Casual Kurta,Everyday Casual
297417033_393159832805513_1197705186102720331_n_webp.rf.dI7sxy08fyLNuyMcjwj6.webp,Other,Other
387697179_1041360467051196_2295865056030783735_n_jpg.rf.e6mLTEjY8MwICvXgvhH8.jpg,Wedding Guest Kurta,Formal
273909605_723761975674421_4736919787871798317_n_jpg.rf.e2ICp5X08WIu37LG2MUF.jpg,Wedding Guest Choli,Formal
361108721_948271256397184_3451947024961294080_n_jpg.rf.drYoQgQUX1FXlRpOBE1K.jpg,Other,Other
353981321_627934335942698_7874719758768164129_n_jpg.rf.eESJ7x2WKJwaPcMNmu6E.jpg,Everyday Casual Kurta,Everyday Casual
380888246_720148053485288_911313261775095154_n_jpg.rf.eHwxWMsCHeRRReZznKOO.jpg,Semi-Formal Kurta,Semi Formal
337562387_2129413177248251_6078656090813948386_n_jpg.rf.edqF4AI8wGdfY5QBm8Fa.jpg,Everyday Casual Kurta,Everyday Casual
326327358_577693973795901_5611147166257889039_n_jpg.rf.f21MJeNzOdnsCf9yPTDn.jpg,Wedding Guest Kurta,Formal
331795484_1192775161394122_8880746409769807574_n_jpg.rf.elh3ln0ps5Xd86xcqZwi.jpg,Everyday Casual Kurta,Everyday Casual
301903047_5471197889592993_6105552034973597722_n_webp.rf.euhkN2ErwuiRO4Wr57PN.webp,Everyday Casual Kurta,Everyday Casual
348496641_620587460132728_2735218080394297746_n_jpg.rf.fjDPOfieCq1Pbjrq9zML.jpg,Everyday Casual Kurta,Everyday Casual
240457623_4194104730686179_2676969947929474208_n_jpg.rf.fAYRCv8DCmuIHKmqloIg.jpg,Wedding Guest Peplum,Formal
387664225_655349813400763_4908855121675539922_n_jpg.rf.lxrWBIvbmcvP3uAa70EP.jpg,Wedding Guest Kurta,Formal
300028109_742514060379284_6119986615230406899_n_webp.rf.m0c69emTM7x7iZhhZEfv.webp,Everyday Casual Dupatta,Everyday Casual
322063437_676791487246165_6280978288145371026_n_jpg.rf.mI1mdP2vc2MslV054xqD.jpg,Other,Other
357062892_18377675944053839_3408030851295381426_n_jpg.rf.mPvxA0fEhyqYJf4ozkJF.jpg,Other,Other
370713713_858284981906188_7419498666730669145_n_jpg.rf.mQArZxPQ6PiTg2BS8lda.jpg,Everyday Casual Kurta,Everyday Casual
363444316_18056508862447477_4961304219385708423_n_jpg.rf.mLgY90rcQf3h3y1ye0uw.jpg,Other,Other
313078657_456771516563535_6485294575797521863_n_jpg.rf.lwz6PGVlEz2zGbL244gW.jpg,Other,Other
376246026_319112493960415_1913639225062035183_n_jpg.rf.mZpYOjDNDw3qI6o0Uq9f.jpg,Other,Other
382258316_3525215691060552_6581851887159997809_n_jpg.rf.maQoch1iyhvYxHe6H7Ki.jpg,Everyday Casual Kurta,Everyday Casual
364063895_1277774039774097_6381572602886911667_n_jpg.rf.mcVcrRFjvEXMQdjnrbIc.jpg,Other,Other
379743048_851167739756170_6111668932560850422_n_jpg.rf.nX3b8uJLqHIFsIPx1gzm.jpg,Semi-Formal Kurta,Semi Formal
385810824_862320232126977_8360972220764183315_n_jpg.rf.nT7rWYZ3bvNhtxf7kKls.jpg,Wedding Guest Kurta,Formal
382516038_1061797081658149_1925347228951202643_n_jpg.rf.oBJazWzOAlsbPyYNo57t.jpg,Wedding Guest Sari,Formal
325965936_1184285125529853_3088395096166885737_n_webp.rf.neJok9u8NXLDCzCnrf8y.webp,Everyday Casual Kurta,Everyday Casual
366812869_839133780906218_8170879994612415428_n_jpg.rf.oFAp6om99MmkIMr3grRs.jpg,Everyday Casual Kurta,Everyday Casual
347386901_1181423029213262_3385622140567905779_n_jpg.rf.oNyWF2vo5xyFXzH2mMM1.jpg,Other,Other
385672364_327780263239823_8383093771816225868_n_jpg.rf.oPCqkMSBmIxgoJK5PtqU.jpg,Wedding Guest Choli,Formal
315498152_151453930931022_6371597676404633831_n_jpg.rf.ottZqUdFg1pOQ2FyqAOH.jpg,Everyday Casual Kurta,Everyday Casual
290328975_564245371883557_2383219253532493235_n_jpg.rf.oSvsqlBnkW9iR9FqMbwt.jpg,Other,Other
310733243_122652417246614_169240305760578303_n_jpg.rf.oWWd7JwK1MXaF7ZnYEdE.jpg,Other,Other
334338997_1975194269493255_5284252803996883700_n_jpg.rf.pRp5ZxOSmVgqMAGUzaCs.jpg,Everyday Casual Kurta,Everyday Casual
345231314_6064075253648332_298044909735296721_n_jpg.rf.pC4wJTyZ1u08iEiDYRNL.jpg,Other,Other
361944898_986842609296887_5964215001734521801_n (1)_jpg.rf.pLCrkkTCpSHSsxTr2BEf.jpg,Other,Other
347638009_5626481167451327_1248942881052107937_n_jpg.rf.pyLpo5gFzeHo4DSUNTyk.jpg,Other,Other
360092290_638019078392134_2912081889741576337_n_jpg.rf.q3lL53BO3rZCqO7dWliU.jpg,Other,Other
354052832_663414509158643_6990477314011120637_n_jpg.rf.q7ir8Z1TNrq5pHRqGPun.jpg,Everyday Casual Kurta,Everyday Casual
285445120_1164782331011733_6561353480989887816_n_jpg.rf.qGXzC3IBj1wy1c72eyF5.jpg,Other,Other
365243203_18378783586000463_7689164873701491253_n_jpg.rf.pyVoqp7JRTnhEtpKMHsW.jpg,Everyday Casual Kurta,Everyday Casual
356406420_658391689660939_1097419974074907255_n_jpg.rf.pUjxufcOSGgUh3LfM9Bh.jpg,Everyday Casual Bell Bottom,Everyday Casual
391728291_18307716001184038_6098258326907675484_n_jpg.rf.qIGbMIVfyXrMsJHQrd4J.jpg,Everyday Casual Frock,Everyday Casual
288267112_5212980985489694_6811221601400401159_n_jpg.rf.q2guhqdc94LNAPHRNein.jpg,Other,Other
369922812_957129338709256_6982673177168541858_n_jpg.rf.po3eKQ2iPrImf1A1FsMV.jpg,Everyday Casual Kurta,Everyday Casual
347262420_667558798744214_7765999717271986567_n_jpg.rf.pwfg8i32ebxruq6oH3La.jpg,Other,Other
354037828_999426184390108_932692175493363030_n_webp.rf.q3tI0m5S9yig6G7nqYhY.webp,Everyday Casual Dupatta,Everyday Casual
284353376_443643317571120_3174858875080991692_n_jpg.rf.qI5fpBu7qsW8SNv3jYTf.jpg,Everyday Casual Kurta,Everyday Casual
314931049_1180202912850257_8107188617314810065_n_jpg.rf.qedH2HifyS5Svl1do4wB.jpg,Everyday Casual Kurta,Everyday Casual
299306679_191893926599554_4254625427498523451_n_jpg.rf.pbr0RWwgshHzN93QBNa1.jpg,Other,Other
374666031_686355526862583_3693859546589965324_n_jpg.rf.qjAJKkWLENFUeHyjcCXI.jpg,Everyday Casual Kurta,Everyday Casual
277086637_1138465190239050_4713614595956414376_n_jpg.rf.qsujFaq9od87H6CLAUqr.jpg,Semi-Formal Dupatta,Semi Formal
270045183_1339594186462603_5083645213732528321_n_jpg.rf.qk5OZHH9PDqc1tPtJUD6.jpg,Bridal Maxi,Formal
353127093_637051154985560_861796244279205735_n_jpg.rf.r6HDU2hZ4F2cu50eHwDV.jpg,Everyday Casual Kurta,Everyday Casual
365497920_2489648291201421_1299417912318266676_n_jpg.rf.rCwpZABEWDKvGxD1sqTv.jpg,Everyday Casual Kurta,Everyday Casual
372898651_848015313351398_2929556253636540711_n_jpg.rf.qw6Kk171uF36W7kJOlxw.jpg,Everyday Casual Kurta,Everyday Casual
384381172_6609338549101777_4422623509365750734_n_jpg.rf.rJQJEDOO0U5ePjcmPLiI.jpg,Everyday Casual Bell Bottom,Everyday Casual
348632903_652702370034353_2065297482291219737_n_jpg.rf.rPwHlUh4xuUW8nBWjabk.jpg,Everyday Casual Kurta,Everyday Casual
371541906_18301387885184038_4235105429994128574_n_jpg.rf.rhlG7TEFSXu17Q3146cF.jpg,Everyday Casual Kurta,Everyday Casual
337490389_750475876532381_3965503171828048157_n_jpg.rf.rxJALxZX0tASmVTHeu5O.jpg,Semi-Formal Kurta,Semi Formal
355402457_653474843486812_2254145824237905237_n_jpg.rf.sZ70CrcwTEZQgSUfvRpv.jpg,Everyday Casual Kurta,Everyday Casual
283235746_341908821384692_6015518493545073621_n_jpg.rf.sNbOkunrgEU1X7fegeEJ.jpg,Everyday Casual Dupatta,Everyday Casual
333067516_1424070381752109_937598231475317411_n_jpg.rf.sSLvYQePvFCNkMaeQT4z.jpg,Other,Other
384733265_329537712923257_7623200418888979465_n_jpg.rf.t3FQz9S6PKaYWul1OEjn.jpg,Wedding Guest Maxi,Formal
337835725_1187394578620400_4369239000465954753_n_jpg.rf.scChbQdAKctdYXVgOGzP.jpg,Everyday Casual Kurta,Everyday Casual
338151579_889366845476520_3608058239838681679_n_jpg.rf.t2n8GOdn706JLkwrm7k9.jpg,Other,Other
306042702_1261426371349029_6777844769069270667_n_webp.rf.sDOqyaMNcRSENCIZjY8F.webp,Everyday Casual Frock,Everyday Casual
313357149_801272200954013_3743692079501047378_n_jpg.rf.tGccXIpq8WsfYt4SUKz2.jpg,Other,Other
370147811_18306811855184038_6983000772824001242_n_jpg.rf.t9LaCnoPTPb94bvB17Iu.jpg,Everyday Casual Kurta,Everyday Casual
316456161_5508995759211527_2214720492058889597_n_jpg.rf.tA9vbL4VlBgqOYdBy18B.jpg,Other,Other
288733694_1309494343207280_4421110661962466995_n_jpg.rf.u7n8YFMyygwKwXYxjs8d.jpg,Other,Other
316462103_971545880468234_1042442457884323952_n_jpg.rf.uYkAG1NpnhNYPgkcocs2.jpg,Other,Other
244073733_1769973659873172_7373346312750683311_n_jpg.rf.uKqqmbzymC0kc641CzjZ.jpg,Wedding Guest Frock,Formal
341139694_765417878503275_8076812273687793450_n_jpg.rf.eZoz7WGhFgGiTMFlTmuu.jpg,Other,Other
333435847_576972434139166_51397124735484003_n_jpg.rf.fJvqQtX9sY1fKlNVEeyd.jpg,Other,Other
295418756_768800024318365_8219587881112769269_n_webp.rf.f0G4aaAbk8dG2xwTo35s.webp,Other,Other
327616202_3588907784713886_8424233876958251599_n_jpg.rf.eiIFS1iXUpOxdy3oQRfK.jpg,Other,Other
369474630_18382042360000463_5703487722441020402_n_jpg.rf.fLwc5EZRIzTURKe75UkL.jpg,Everyday Casual Trousers,Everyday Casual
385367099_1946797705704261_9162855177569626760_n_jpg.rf.fNiqIGoFm0fg8dLr1cId.jpg,Wedding Guest Kurta,Formal
360147101_289927356884293_6583541082870347645_n_jpg.rf.fREQwyrgnt7z1zps5CJw.jpg,Other,Other
387839005_869811647838431_2407278687641130614_n_jpg.rf.fOz9z48jNEPALvDdQXWC.jpg,Everyday Casual Kurta,Everyday Casual
361364271_749860130227132_1016901840195793641_n_jpg.rf.g1cxBi5Z9keODhWT9XR2.jpg,Other,Other
338930589_751785456611987_135452975479033409_n_jpg.rf.gBYegDgNsmvSyBALJpFD.jpg,Everyday Casual Kurta,Everyday Casual
333218021_722429562754461_2709826089635387806_n_jpg.rf.fs0pSgrDbTtJlJzMkAqF.jpg,Everyday Casual Kurta,Everyday Casual
387829523_709128627914162_306401231976747267_n_jpg.rf.gDcmlBdg4y81gSzmJjj6.jpg,Everyday Casual Kurta,Everyday Casual
292300640_316773337241309_4579406943838246644_n_jpg.rf.gACXCJQjlrkTf5YTTist.jpg,Semi-Formal Kurta,Semi Formal
298214914_3165778193750512_300937732347228683_n_webp.rf.gNKHf2vdzrJto0WfBVgi.webp,Other,Other
327175870_898850914783434_9036952155425986462_n_jpg.rf.gjrRtULrqdc8puKCWuz2.jpg,Semi-Formal Kurta,Semi Formal
375662339_3622392324709525_2759955323523579746_n_jpg.rf.gksnmLTR61oyZCmHoZ0c.jpg,Everyday Casual Trousers,Everyday Casual
288900364_1983135595219673_581611335998587840_n_jpg.rf.gq1UTcvX2JZIbQHgF7kQ.jpg,Other,Other
365134614_286446270659680_4293763916531532644_n_jpg.rf.gsSpbF4pQmotTYvXgmr5.jpg,Semi-Formal Kurta,Semi Formal
370521296_845063543646575_367806785180332712_n_jpg.rf.gccDq12JUek2GCL8XpYT.jpg,Everyday Casual Dupatta,Everyday Casual
332937725_707115217625107_5382540483346603422_n_jpg.rf.h4QiKLuRAmGyLsqiN0Lm.jpg,Everyday Casual Kurta,Everyday Casual
339679754_1251926398785722_3454544374564176662_n_jpg.rf.hBVLjqmyP1MKWQfIC1dj.jpg,Everyday Casual Kurta,Everyday Casual
371026940_847043943448535_1291185901070531847_n_jpg.rf.h8CA23St4b8r5Ky7u2eC.jpg,Everyday Casual Kurta,Everyday Casual
335036626_431553512503002_1961749397475440944_n_jpg.rf.hPlOCPEq6LPDuB6c41pA.jpg,Everyday Casual Kurta,Everyday Casual
351446896_198880579776147_7758675358051795083_n_jpg.rf.hhyutRyWPKxPCPxh54XP.jpg,Semi-Formal Kurta,Semi Formal
313298426_101018579475929_5658432201380771545_n_jpg.rf.hythnbC22NWbK5iejajl.jpg,Everyday Casual Kurta,Everyday Casual
386561357_705065451653813_2151305206080641770_n_jpg.rf.hOwlPpRj06cm5mCT378R.jpg,Everyday Casual Kurta,Everyday Casual
298765795_175462224970583_9130207119133266892_n_webp.rf.id8mK4oPSem5qN3NQJcC.webp,Everyday Casual Frock,Everyday Casual
386570823_1365432194050991_6758245835613833654_n_jpg.rf.i1NVvRovkp1A8oFYuJmj.jpg,Everyday Casual Kurta,Everyday Casual
361120613_198585526208763_4370648538609962678_n_jpg.rf.bB9S7FFoUwQih9Sdzcr7.jpg,Other,Other
198512344_4009350385812769_8874344323388086432_n_jpg.rf.iP7MA571LyrARQmt1DD3.jpg,Bridal Dupatta,Formal
354573947_3400269966878235_4955055910115519885_n_jpg.rf.bPda3Ov3cH0PdX7X5LwG.jpg,Everyday Casual Kurta,Everyday Casual
297272385_1259332568215167_4101398651774372627_n_jpg.rf.bQ3Nt8uJRHADb0ca8Tu5.jpg,Everyday Casual Kurta,Everyday Casual
370617334_2019546508397795_3330635289620051431_n_jpg.rf.hZWuBjFGBgeSmYnVUdx9.jpg,Everyday Casual Kurta,Everyday Casual
311213268_509670673998621_8935580972743147696_n_jpg.rf.bjWfdjTnkYI2hXuly8kN.jpg,Other,Other
344800464_1243394339869621_902415323090873_n_jpg.rf.bgkjVt9uKnuMVk0ZTQdy.jpg,Other,Other
347284832_1239771246647078_3290539021192725760_n_jpg.rf.cB2Mu3kvkFC8930XgumY.jpg,Other,Other
311697996_142727781809734_8041724185203151342_n_jpg.rf.bcQwXQkKOV01rlScBcQ7.jpg,Other,Other
347414656_669262858573808_1179741680748149122_n_jpg.rf.cKk9qzoykS0Nrsbr5gCj.jpg,Semi-Formal Kurta,Semi Formal
332230385_723136462649929_687488687986882862_n_jpg.rf.boK93fvZVwKtkjMZg2Bp.jpg,Everyday Casual Dupatta,Everyday Casual
313937083_880929786404303_1081712023994344984_n_jpg.rf.cgMh8zRcEtCcg7i1WSus.jpg,Other,Other
290033141_406583084769827_7703809255101564465_n_jpg.rf.Ad0EpYadC4UhPwKunkLn.jpg,Semi-Formal Kurta,Semi Formal
299556477_112822468202825_5746368827965789050_n_jpg.rf.AQyEZJZmoAImdzADqgTO.jpg,Other,Other
275847809_731889861136569_3950669279016508685_n_jpg.rf.AMRhHlxRVZ2eXAz7WTN8.jpg,Wedding Guest Kurta,Formal
353599560_1300939774157623_9032979614201609901_n_jpg.rf.AnfJdj4bGI1pIXgMXFvB.jpg,Everyday Casual Kurta,Everyday Casual
366421289_271802639050698_8590340682750996482_n_jpg.rf.AoyM6CPVvPXsAlxHQqub.jpg,Everyday Casual Kurta,Everyday Casual
337143689_1654063725027278_7917792627966201222_n_jpg.rf.Avupjsj5OoPi10Mzb3VA.jpg,Everyday Casual Kurta,Everyday Casual
339686581_2355695527925213_5277274186903924273_n_webp.rf.Aqr9suwn5ZIFIF8Joib4.webp,Everyday Casual Kurta,Everyday Casual
347250216_666997395467021_141848821134949262_n_jpg.rf.BHRXwoHamLTz8IycQKHv.jpg,Other,Other
383775753_321545490430702_6919219384163359454_n_jpg.rf.AvEVMjBR1go3CCqw5Ltt.jpg,Semi-Formal Sari,Semi Formal
302416184_369324828746213_4915072267808488558_n_webp.rf.Bme1xEDJAIGzwv3suiw9.webp,Everyday Casual Kurta,Everyday Casual
310407753_625541305822651_682451022517171244_n_jpg.rf.BUycYoDvYccLKtLPko54.jpg,Other,Other
370888631_311341494742879_3909625959779138346_n_jpg.rf.Cajata8guwNrCuFCj0Og.jpg,Other,Other
294959554_5580445998684186_538172060956397062_n_webp.rf.Chh9z9ThV1Iw5VKycg8g.webp,Everyday Casual Kurta,Everyday Casual
354492651_238999145546557_880671787123567434_n_jpg.rf.CzZM44Yrm1045cM352v8.jpg,Everyday Casual Straight Pant,Everyday Casual
364194920_862053535342000_5611378366171812423_n_jpg.rf.CBfLwFxNYO4iRt6ccIB0.jpg,Other,Other
271608846_5089897404356628_3782042048635693744_n_jpg.rf.CnUqsjM4vvtdERlGR94P.jpg,Wedding Guest Choli,Formal
316444235_452945837016056_6958074285346098061_n_jpg.rf.D1c4cMtPBCAhSLC4Zgol.jpg,Other,Other
387692711_7163633886989882_6707030545715448883_n_jpg.rf.D9usCZtL9YJvTHqblAPg.jpg,Wedding Guest Kurta,Formal
338429589_946764336357017_2515876065517582771_n_jpg.rf.DGvV31A6spOKG4oxNaM3.jpg,Everyday Casual Kurta,Everyday Casual
318985320_656662379472894_4578415143336924435_n_jpg.rf.uLeaEkY0FhIXqVanNSn5.jpg,Other,Other
